PULocationID,total_emissions,trip_miles,average_speed,Suggested_Routes
262,0.5781701904134269,1.5023366987615905,13.014824091713605,['No Nearby Zones Found']
163,0.5259542300667032,1.4720707054054,12.427979852640638,['No Nearby Zones Found']
167,0.5129683040267417,1.2884876991151906,11.18529703213222,"['159', '169', '185']"
205,0.5064444145834192,1.4712317601061793,12.792557139038824,['No Nearby Zones Found']
159,0.5060069610385023,1.3292109744640892,11.459984803308638,"['167', '168', '169']"
36,0.45413466554688436,1.562972055315568,13.055940074618595,"['35', '39', '40']"
71,0.4275079906596547,1.3689627470148156,11.694334322508125,"['72', '76', '85']"
13,0.4209729423666365,1.624620137779585,13.786356067950845,"['4', '12', '41']"
10,0.40169917192832033,1.4879854488845896,13.020627254658127,"['7', '9', '16']"
49,0.39939554508414393,1.5770294616196885,13.20305952684211,"['37', '40', '55']"
186,0.39781220681768886,1.3306235315518053,11.426104492185567,['No Nearby Zones Found']
162,0.38415637657824053,1.4628355368997419,12.433788569046213,['No Nearby Zones Found']
247,0.38335192831039877,1.3860022325299,12.066209670176367,"['241', '250', '259']"
148,0.36785811497344045,1.5956901011385467,13.618331295156848,['No Nearby Zones Found']
80,0.3489890706781099,1.5615278591273305,13.208306536559153,"['72', '77', '97']"
119,0.3374676936674991,1.4203367732241887,12.3427632345784,"['81', '126']"
177,0.2944461155968873,1.3990502648372678,11.940602833577838,"['165', '178', '188']"
215,0.2833157711558639,1.364395651478364,11.940657943066281,['No Nearby Zones Found']
258,0.28249066600346756,1.5459781233046872,13.188637183088403,['No Nearby Zones Found']
208,0.27764777447859934,1.5466805921291378,13.467941524611662,"['199', '200', '212']"
260,0.27483598525773184,1.4432083993108114,12.49587437341359,['No Nearby Zones Found']
97,0.27085015046655164,1.5091614781191782,12.777118206845804,"['77', '89', '112']"
113,0.26709182704610657,1.3900421609793236,11.974788507309434,['No Nearby Zones Found']
25,0.23966690213895894,1.6486197057826606,13.747361989480144,"['21', '17', '26']"
191,0.2358263824277568,1.590472550919537,13.88961848538462,['No Nearby Zones Found']
22,0.23249219788464168,1.3868433061250014,11.989922812809464,"['21', '25', '29']"
259,0.23143702688577897,1.5375647933191854,13.362123027812217,"['247', '254']"
228,0.22427553656419838,1.431148287439413,12.289873659334773,"['225', '255']"
158,0.21384031128367326,1.3575147806539478,11.719843332682611,['No Nearby Zones Found']
56,0.19270649849840998,1.4434582903398232,12.538621193429195,['No Nearby Zones Found']
182,0.1899326233422892,1.5112327426780008,12.971358345970998,"['174', '185', '183']"
63,0.18975044567621377,1.479673194382281,12.637217917274096,"['61', '62', '67']"
47,0.16780556211689673,1.3042889411906862,11.459105696608777,"['46', '59']"
92,0.1643704117479426,1.5865476032700745,13.603178626459563,['No Nearby Zones Found']
161,0.1491714292965132,1.4993655136576505,12.615076156364383,['No Nearby Zones Found']
232,0.13643596324988175,1.5948899091057154,13.687242019940419,['No Nearby Zones Found']
185,0.12442505200703718,1.491109497036245,12.900363781912834,"['183', '174', '208']"
179,0.10175922809848877,1.52087069345606,12.98003521882023,['No Nearby Zones Found']
242,0.08872396118731729,1.3867383972101408,12.130874181486337,"['240', '241', '250']"
127,0.07935058092764599,1.589596947093763,13.60445706037077,['No Nearby Zones Found']
220,0.06445547780862294,1.5570842400550449,13.448386735515113,"['213', '200', '235']"
210,0.032298397900541745,1.3664894080375463,12.076777175528928,"['178', '190', '222']"
26,0.023466539259926537,1.232452966790036,10.64842368763082,"['25', '35', '37']"
151,0.013572522962599065,1.5553655396585508,13.224045043267859,['No Nearby Zones Found']
166,0.0009021992395623653,1.5581886785250871,13.231880432247275,['No Nearby Zones Found']
